game_id,iter_idx,converged,rounds,duration_sec,player_count,quality_scores_json,final_datasizes_json,final_payoffs_json
1,0,1,203,0.693205,10,"{""50051"": 1.0373056650520343, ""50053"": 1.0635440493817272, ""50055"": 1.0, ""50057"": 1.0, ""50059"": 1.0635440493817272, ""50061"": 1.2, ""50063"": 1.0640956655809906, ""50065"": 1.0918573243927197, ""50067"": 1.0635440493817272, ""50069"": 1.0515496906463464}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 1940, ""50063"": 0, ""50065"": 0, ""50067"": 0, ""50069"": 0}","{""50051"": 0.0248941960438029, ""50053"": 0.0248941960438029, ""50055"": 0.0248941960438029, ""50057"": 0.0248941960438029, ""50059"": 0.0248941960438029, ""50061"": 0.023770725538288778, ""50063"": 0.0248941960438029, ""50065"": 0.0248941960438029, ""50067"": 0.0248941960438029, ""50069"": 0.0248941960438029}"
2,1,1,983,3.533164,10,"{""50051"": 1.1042284320470852, ""50053"": 1.0635440493817272, ""50055"": 1.0, ""50057"": 1.0, ""50059"": 1.1363638475475066, ""50061"": 1.2728197981657794, ""50063"": 1.13691546374677, ""50065"": 1.2918573243927196, ""50067"": 1.1817622926409705, ""50069"": 1.1761472675525086}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 0, ""50063"": 0, ""50065"": 1896, ""50067"": 0, ""50069"": 0}","{""50051"": 0.024951033890981703, ""50053"": 0.024951033890981703, ""50055"": 0.024951033890981703, ""50057"": 0.024951033890981703, ""50059"": 0.024951033890981703, ""50061"": 0.024951033890981703, ""50063"": 0.024951033890981703, ""50065"": 0.023853044255323332, ""50067"": 0.024951033890981703, ""50069"": 0.024951033890981703}"
3,2,1,517,1.777016,10,"{""50051"": 1.2046477785601255, ""50053"": 1.2010318657251249, ""50055"": 1.0, ""50057"": 1.1374878163433977, ""50059"": 1.2756474282355723, ""50061"": 1.4695214520737616, ""50063"": 1.2951646514457789, ""50065"": 1.4293451407361173, ""50067"": 1.3817622926409705, ""50069"": 1.3439082131481952}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 1821, ""50063"": 0, ""50065"": 0, ""50067"": 0, ""50069"": 0}","{""50051"": 0.02504694888293399, ""50053"": 0.02504694888293399, ""50055"": 0.02504694888293399, ""50057"": 0.02504694888293399, ""50059"": 0.02504694888293399, ""50061"": 0.023992393869732096, ""50063"": 0.02504694888293399, ""50065"": 0.02504694888293399, ""50067"": 0.02504694888293399, ""50069"": 0.02504694888293399}"
4,3,1,579,2.014788,10,"{""50051"": 1.3414645702405776, ""50053"": 1.337848657405577, ""50055"": 1.1368167916804521, ""50057"": 1.1374878163433977, ""50059"": 1.4159482758681903, ""50061"": 1.608510559828252, ""50063"": 1.413245715464205, ""50065"": 1.6041281893508503, ""50067"": 1.5817622926409705, ""50069"": 1.529471686891093}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 1114, ""50063"": 0, ""50065"": 657, ""50067"": 0, ""50069"": 0}","{""50051"": 0.025111393347428734, ""50053"": 0.025111393347428734, ""50055"": 0.025111393347428734, ""50057"": 0.025111393347428734, ""50059"": 0.025111393347428734, ""50061"": 0.024466278978620887, ""50063"": 0.025111393347428734, ""50065"": 0.02473092302058453, ""50067"": 0.025111393347428734, ""50069"": 0.025111393347428734}"
5,4,1,216,0.738648,10,"{""50051"": 1.3414645702405776, ""50053"": 1.337848657405577, ""50055"": 1.1691778876850816, ""50057"": 1.1374878163433977, ""50059"": 1.4483093718728197, ""50061"": 1.6350382318606584, ""50063"": 1.413245715464205, ""50065"": 1.6041281893508503, ""50067"": 1.7817622926409704, ""50069"": 1.5618327828957224}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 0, ""50063"": 0, ""50065"": 0, ""50067"": 1714, ""50069"": 0}","{""50051"": 0.025183150950629632, ""50053"": 0.025183150950629632, ""50055"": 0.025183150950629632, ""50057"": 0.025183150950629632, ""50059"": 0.025183150950629632, ""50061"": 0.025183150950629632, ""50063"": 0.025183150950629632, ""50065"": 0.025183150950629632, ""50067"": 0.02419056248161362, ""50069"": 0.025183150950629632}"
6,5,1,276,0.966848,10,"{""50051"": 1.4477793364199782, ""50053"": 1.3390632484905698, ""50055"": 1.2697702577938648, ""50057"": 1.1389257283974066, ""50059"": 1.5504073392104505, ""50061"": 1.8350382318606584, ""50063"": 1.5375715118897788, ""50065"": 1.7047205594596335, ""50067"": 1.950517850320846, ""50069"": 1.6624251530045056}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 0, ""50063"": 0, ""50065"": 0, ""50067"": 1665, ""50069"": 0}","{""50051"": 0.02524379671581914, ""50053"": 0.02524379671581914, ""50055"": 0.02524379671581914, ""50057"": 0.02524379671581914, ""50059"": 0.02524379671581914, ""50061"": 0.02524379671581914, ""50063"": 0.02524379671581914, ""50065"": 0.02524379671581914, ""50067"": 0.024279589023482137, ""50069"": 0.02524379671581914}"
7,6,1,146,0.502739,10,"{""50051"": 1.4970404971994338, ""50053"": 1.3390632484905698, ""50055"": 1.2697702577938648, ""50057"": 1.1749792695962968, ""50059"": 1.5504073392104505, ""50061"": 1.838151859473434, ""50063"": 1.5375715118897788, ""50065"": 1.7407741006585238, ""50067"": 2.150517850320846, ""50069"": 1.6984786942033958}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 0, ""50063"": 0, ""50065"": 0, ""50067"": 1615, ""50069"": 0}","{""50051"": 0.025308080067160857, ""50053"": 0.025308080067160857, ""50055"": 0.025308080067160857, ""50057"": 0.025308080067160857, ""50059"": 0.025308080067160857, ""50061"": 0.025308080067160857, ""50063"": 0.025308080067160857, ""50065"": 0.025308080067160857, ""50067"": 0.0243728260227415, ""50069"": 0.025308080067160857}"
8,7,1,200,0.686248,10,"{""50051"": 1.6604806423498575, ""50053"": 1.3390632484905698, ""50055"": 1.288000910039961, ""50057"": 1.1749792695962968, ""50059"": 1.6429532325574334, ""50061"": 2.0381518594734342, ""50063"": 1.6531309454147065, ""50065"": 1.891365123165956, ""50067"": 2.243063743667829, ""50069"": 1.7910245875503787}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 0, ""50063"": 0, ""50065"": 0, ""50067"": 1593, ""50069"": 0}","{""50051"": 0.025334704249949408, ""50053"": 0.025334704249949408, ""50055"": 0.025334704249949408, ""50057"": 0.025334704249949408, ""50059"": 0.025334704249949408, ""50061"": 0.025334704249949408, ""50063"": 0.025334704249949408, ""50065"": 0.025334704249949408, ""50067"": 0.02441219390580032, ""50069"": 0.025334704249949408}"
9,8,1,178,0.640577,10,"{""50051"": 1.8604806423498574, ""50053"": 1.3390632484905698, ""50055"": 1.288000910039961, ""50057"": 1.1749792695962968, ""50059"": 1.7144433560974515, ""50061"": 2.1096419830134523, ""50063"": 1.7246210689547246, ""50065"": 1.9954125583956994, ""50067"": 2.358563043018804, ""50069"": 1.8719087177497868}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 0, ""50063"": 0, ""50065"": 0, ""50067"": 1568, ""50069"": 0}","{""50051"": 0.02536646290905424, ""50053"": 0.02536646290905424, ""50055"": 0.02536646290905424, ""50057"": 0.02536646290905424, ""50059"": 0.02536646290905424, ""50061"": 0.02536646290905424, ""50063"": 0.02536646290905424, ""50065"": 0.02536646290905424, ""50067"": 0.02445843008055364, ""50069"": 0.02536646290905424}"
10,9,1,293,0.670988,10,"{""50051"": 2.031798624036373, ""50053"": 1.3390632484905698, ""50055"": 1.288000910039961, ""50057"": 1.1749792695962968, ""50059"": 1.807428668354208, ""50061"": 2.3096419830134525, ""50063"": 1.8453902678950536, ""50065"": 2.088397870652456, ""50067"": 2.4515483552755604, ""50069"": 2.0307187229202386}","{""50051"": 0, ""50053"": 0, ""50055"": 0, ""50057"": 0, ""50059"": 0, ""50061"": 0, ""50063"": 0, ""50065"": 0, ""50067"": 1549, ""50069"": 0}","{""50051"": 0.025390571240469895, ""50053"": 0.025390571240469895, ""50055"": 0.025390571240469895, ""50057"": 0.025390571240469895, ""50059"": 0.025390571240469895, ""50061"": 0.025390571240469895, ""50063"": 0.025390571240469895, ""50065"": 0.025390571240469895, ""50067"": 0.024493541305807484, ""50069"": 0.025390571240469895}"
